Notes,County,County Code,Deaths,Population,Crude Rate,Age Adjusted Rate
Weekday: All,,,,,,
Year/Month: 2013,,,,,,
Group By: County,,,,,,
Show Totals: True,,,,,,
Show Zero Values: False,,,,,,
Show Suppressed: False,,,,,,
Standard Population: 2000 U.S. Std. Population,,,,,,
"Calculate Rates Per: 100,000",,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,
---,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,
---,,,,,,
"Query Date: Apr 29, 2018 10:08:59 PM",,,,,,
---,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as",,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 29, 2018 10:08:59 PM",,,,,,
---,,,,,,
Messages:,,,,,,
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above",,,,,,
to show zero rows.,,,,,,
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use",,,,,,
Quick Options above to show suppressed rows.,,,,,,
---,,,,,,
Footnotes:,,,,,,
1. Data are not available for this area for all of the requested years. See Caveats below for more information.,,,,,,
---,,,,,,
Caveats:,,,,,,
"1. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway",,,,,,
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS",,,,,,
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and",,,,,,
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years",,,,,,
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014.",,,,,,
"2. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death",,,,,,
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code",,,,,,
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;",,,,,,
for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge.,,,,,,
"3. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510).",,,,,,
4. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code,,,,,,
24005).,,,,,,
5. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189).,,,,,,
6. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality.,,,,,,
7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,
8. The populations used to calculate standard age-adjusted rates are documented here: More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population.,,,,,,
9. The method used to calculate age-adjusted rates is documented here: More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates.,,,,,,
"10. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates.",,,,,,
"11. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016",,,,,,
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July",,,,,,
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for",,,,,,
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS",,,,,,
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the",,,,,,
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race",,,,,,
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The",,,,,,
"population figures for year 2011 are bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal",,,,,,
"series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population figures for",,,,,,
"years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from the revised intercensal county-level 2000 -",,,,,,
"2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for",,,,,,
1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for the infant age groups are the number,,,,,,
of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published,,,,,,
"reports, due to use of the population estimates which were available at the time of release.",,,,,,
12. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the,,,,,,
resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group.,,,,,,
13. Changes to cause of death classification affect reporting trends. More information:,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,
